Label: Box
Position: -3, 0.1, -0.2
Orientation (Quaternion): 0.852525, 0, 0.522687, 0
-4.49992, -1.61513, -1.46782
-4.49998, -1.61511, -1.38442
-4.49995, -1.61505, -1.30177
-4.49989, -1.61498, -1.21983
-4.49993, -1.61495, -1.13858
-4.49995, -1.61491, -1.05795
-4.49993, -1.61486, -0.977874
-4.49985, -1.61478, -0.898312
-4.49991, -1.61476, -0.819257
-4.4999, -1.61471, -0.740621
-4.4999, -1.61466, -0.662378
-4.49997, -1.61465, -0.584491
-4.49998, -1.61461, -0.506899
-4.49993, -1.61454, -0.429565
-4.49986, -1.61448, -0.352454
-4.49992, -1.61445, -0.275536
-4.49997, -1.61443, -0.198757
-4.49999, -1.61439, -0.122079
-4.49997, -1.61434, -0.0454632
-4.49998, -1.6143, 0.0311285
-4.49987, -1.61421, 0.107733
-4.49996, -1.6142, 0.184397
-4.49989, -1.61414, 0.26115
-4.49992, -1.6141, 0.338041
-4.49994, -1.61407, 0.415106
-4.49995, -1.61403, 0.492385
-4.49995, -1.61398, 0.569918
-4.49992, -1.61392, 0.647744
-4.49988, -1.61386, 0.725904
-4.49987, -1.61382, 0.80445
-4.49995, -1.6138, 0.883436
-4.49994, -1.61375, 0.962875
-4.49997, -1.61372, 1.04284
-4.49988, -1.61364, 1.12333
-4.5, -1.61363, 1.20448
-4.49997, -1.61358, 1.28626
-4.4999, -1.61351, 1.36872
-4.49991, -1.61346, 1.45197
-4.4999, -1.61341, 1.53603
-4.49989, -1.61336, 1.62096
-4.49988, -1.61331, 1.70681
-4.49993, -1.61327, 1.79367
-4.49998, -1.61324, 1.88159
-4.49991, -1.61316, 1.97057
-4.49995, -1.69735, -1.99941
-4.49998, -1.69731, -1.90964
-4.49992, -1.69723, -1.82097
-4.49993, -1.69718, -1.73339
-4.49997, -1.69715, -1.64684
-4.49989, -1.69707, -1.56118
-4.49995, -1.69704, -1.47647
-4.49995, -1.69699, -1.39256
-4.49997, -1.69694, -1.30943
-4.49993, -1.69688, -1.22701
-4.49992, -1.69683, -1.14527
-4.49999, -1.69681, -1.06417
-4.49993, -1.69673, -0.983612
-4.49987, -1.69667, -0.903585
-4.49998, -1.69666, -0.824071
-4.49989, -1.69657, -0.744955
-4.49996, -1.69655, -0.66626
-4.49983, -1.69646, -0.587885
-4.49995, -1.69646, -0.509849
-4.49991, -1.6964, -0.43206
-4.49992, -1.69635, -0.3545
-4.49995, -1.69632, -0.277124
-4.49998, -1.69628, -0.19989
-4.49993, -1.69622, -0.122757
-4.5, -1.6962, -0.0456899
-4.49999, -1.69615, 0.0313549
-4.49988, -1.69606, 0.108412
-4.49997, -1.69605, 0.18553
-4.4999, -1.69598, 0.262736
-4.49997, -1.69595, 0.340084
-4.49994, -1.6959, 0.417601
-4.4999, -1.69584, 0.495332
-4.49985, -1.69577, 0.573315
-4.49991, -1.69575, 0.651612
-4.49994, -1.69571, 0.730244
-4.49996, -1.69567, 0.809261
-4.49999, -1.69563, 0.888705
-4.49994, -1.69557, 0.968606
-4.49998, -1.69553, 1.04904
-4.49994, -1.69547, 1.13002
-4.49998, -1.69543, 1.21164
-4.49999, -1.69539, 1.2939
-4.49992, -1.69531, 1.37686
-4.49998, -1.69528, 1.46061
-4.49993, -1.69522, 1.54516
-4.49974, -1.69509, 1.63052
-4.49989, -1.6951, 1.71694
-4.49994, -1.69506, 1.80431
-4.49994, -1.69501, 1.89273
-4.49999, -1.69498, 1.98229
-4.49994, -1.78025, -2.01177
-4.49994, -1.7802, -1.92143
-4.49991, -1.78013, -1.83222
-4.49996, -1.78009, -1.74412
-4.49992, -1.78002, -1.657
-4.49998, -1.77999, -1.57086
-4.49997, -1.77993, -1.48559
-4.49998, -1.77989, -1.40117
-4.49996, -1.77983, -1.31751
-4.49992, -1.77976, -1.23458
-4.49988, -1.77969, -1.15232
-4.49997, -1.77967, -1.07073
-4.49994, -1.77961, -0.989675
-4.49992, -1.77955, -0.909158
-4.49984, -1.77947, -0.829116
-4.4999, -1.77945, -0.749537
-4.49995, -1.77942, -0.67035
-4.49997, -1.77937, -0.591507
-4.49999, -1.77933, -0.512974
-4.49999, -1.77928, -0.434704
-4.49996, -1.77922, -0.356658
-4.49996, -1.77917, -0.2788
-4.49994, -1.77912, -0.201085
-4.49995, -1.77907, -0.123475
-4.49982, -1.77897, -0.0459271
-4.49993, -1.77896, 0.0315935
-4.49987, -1.77889, 0.109129
-4.49991, -1.77886, 0.186723
-4.49989, -1.7788, 0.26441
-4.49997, -1.77878, 0.342239
-4.49989, -1.7787, 0.420232
-4.49997, -1.77869, 0.498457
-4.49994, -1.77863, 0.576928
-4.49993, -1.77857, 0.655701
-4.4999, -1.77851, 0.734813
-4.49986, -1.77844, 0.814307
-4.49989, -1.7784, 0.894242
-4.49992, -1.77837, 0.974654
-4.49999, -1.77834, 1.0556
-4.49983, -1.77823, 1.13705
-4.49994, -1.77822, 1.21919
-4.49995, -1.77817, 1.30196
-4.49994, -1.77811, 1.38545
-4.49991, -1.77805, 1.4697
-4.49992, -1.778, 1.55478
-4.49997, -1.77797, 1.64076
-4.49994, -1.7779, 1.72765
-4.49998, -1.77786, 1.81556
-4.49996, -1.7778, 1.90452
-4.49991, -1.77772, 1.99459
-4.49992, -1.86421, -2.02481
-4.49994, -1.86416, -1.93389
-4.49996, -1.86411, -1.84412
-4.49995, -1.86405, -1.75542
-4.49997, -1.864, -1.66776
-4.49999, -1.86395, -1.58104
-4.49989, -1.86385, -1.49519
-4.49999, -1.86383, -1.41024
-4.49996, -1.86377, -1.32604
-4.49992, -1.8637, -1.24257
-4.49986, -1.86362, -1.15977
-4.49992, -1.86359, -1.07763
-4.49993, -1.86354, -0.996064
-4.4999, -1.86347, -0.915021
-4.49994, -1.86343, -0.83448
-4.49991, -1.86337, -0.754367
-4.49991, -1.86332, -0.674657
-4.5, -1.8633, -0.595312
-4.49988, -1.8632, -0.516251
-4.4999, -1.86316, -0.437476
-4.49989, -1.8631, -0.358926
-4.49996, -1.86308, -0.280566
-4.49989, -1.863, -0.202343
-4.49989, -1.86295, -0.124229
-4.49987, -1.86289, -0.0461797
-4.49989, -1.86284, 0.0318453
-4.49995, -1.86282, 0.109888
-4.49996, -1.86277, 0.187986
-4.49997, -1.86272, 0.26618
-4.49991, -1.86265, 0.344506
-4.49993, -1.8626, 0.423014
-4.49997, -1.86257, 0.501744
-4.49993, -1.8625, 0.580725
-4.49988, -1.86242, 0.660004
-4.49993, -1.86239, 0.739642
-4.49994, -1.86234, 0.819663
-4.49993, -1.86229, 0.900111
-4.49996, -1.86225, 0.981046
-4.49984, -1.86214, 1.06247
-4.49991, -1.86212, 1.14451
-4.5, -1.8621, 1.22717
-4.49987, -1.86199, 1.31045
-4.4999, -1.86195, 1.39449
-4.49997, -1.86192, 1.47931
-4.49997, -1.86186, 1.56495
-4.49993, -1.86179, 1.65146
-4.49995, -1.86174, 1.73893
-4.49995, -1.86169, 1.8274
-4.49982, -1.86157, 1.91688
-4.49996, -1.86157, 2.00762
